bloomberg_name	lps_deal_no	intex_group	lps_pool_id	tranche_count
HEAT 2003-2	HEA32	2	DR4	11
HEAT 2003-3	HEA33	1	DR5	9
HEAT 2003-3	HEA33	2	DR6	12
HEAT 2003-4	HEA34	1	DR7	10
HEAT 2003-4	HEA34	2	DR8	12
HEAT 2003-5	HEA35	1	DR9	11
HEAT 2003-5	HEA35	2	DRA	12
HEAT 2003-6	HEA36	1	DK1	11
HEAT 2003-6	HEA36	2	DK2	14
HEAT 2003-7	HEA37	1	DK5	11
HEAT 2003-7	HEA37	2	DK6	12
HEAT 2003-8	HEA38	1	DK7	11
HEAT 2003-8	HEA38	2	DK8	12
HEAT 2004-1	HEA41	1	DKA	11
HEAT 2004-1	HEA41	2	DKB	14
HEAT 2004-2	HEM42	1	DKC	11
HEAT 2004-2	HEM42	2	DKD	14
HEAT 2004-3	HEA43	1	DKE	11
HEAT 2004-3	HEA43	2	DKF	14
HEAT 2004-4	HEA44	1	DKI	14
HEAT 2004-4	HEA44	2	DKJ	18
HEAT 2004-5	HEA45	1	DKK	13
HEAT 2004-5	HEA45	2	DKL	16
HEAT 2004-6	HEA46	1	DKM	14
HEAT 2004-6	HEA46	2	DKN	16
HEAT 2004-7	HEA47	1	DKO	16
HEAT 2004-7	HEA47	2	DKP	19
HEAT 2004-8	HEA48	1	DKR	16
HEAT 2004-8	HEA48	2	DKS	18
HEAT 2005-1	HEA51	1	DKU	16
HEAT 2005-1	HEA51	2	DKV	17
HEAT 2005-2	HEA52	1	DM0	16
HEAT 2005-2	HEA52	2	DM1	19
HEAT 2005-3	HEA53	1	DM2	16
HEAT 2005-3	HEA53	2	DM3	19
HEAT 2005-4	HEA54	1	DM4	15
HEAT 2005-4	HEA54	2	DM5	18
HEAT 2005-5	HEA55	1	DM6	15
HEAT 2005-5	HEA55	2	DM7	18
HEAT 2005-6	HEA56	1	DM8	17
HEAT 2005-6	HEA56	2	DM9	20
HEAT 2005-7	HEA57	1	DQA	16
HEAT 2005-7	HEA57	2	DQB	21
HEAT 2005-8	HEA58	1	DQC	17
HEAT 2005-8	HEA58	2	DQD	22
HEAT 2005-9	HEA59	1	DQE	17
HEAT 2005-9	HEA59	2	DQF	22
HEAT 2006-1	HEA61	1	DQG	15
HEAT 2006-1	HEA61	2	DQH	20
HEAT 2006-3	HEA63	1	DQL	17
HEAT 2006-3	HEA63	2	DQM	22
HEAT 2006-4	HEA64	1	DQN	16
HEAT 2006-4	HEA64	2	DQO	21
HEAT 2006-5	HEA65	1	DQP	15
HEAT 2006-5	HEA65	2	DQQ	19
HEAT 2006-6	HEA66	1	DQR	16
HEAT 2006-6	HEA66	2	DQS	20
HEAT 2006-7	HEA67	1	DRB	15
HEAT 2006-7	HEA67	2	DRC	19
HEAT 2006-8	HEA68	1	F26	15
HEAT 2006-8	HEA68	2	F27	19
HEAT 2007-1	HEA71	1	F65	15
HEAT 2007-1	HEA71	2	F66	19
HEAT 2007-2	HEA72	1	DTU	13
HEAT 2007-2	HEA72	2	DTV	17
HEAT 2007-3	HEA73	1	DS7	14
HEAT 2007-3	HEA73	2	DS8	18
HELT 2007-FRE1	HL7F1	1	267	12
HELT 2007-FRE1	HL7F1	2	268	15
HEMT 2003-6	HEM36	0	DK4	9
HEMT 2003-6	HEM36	NULL	DK4	2
HEMT 2003-7	HEM37	0	1UA	9
HEMT 2003-7	HEM37	NULL	1UA	2
HEMT 2004-1	HEM41	0	DK9	11
HEMT 2004-2	HME42	0	DKG	13
HEMT 2004-3	HME43	0	DKH	12
HEMT 2004-3	HME43	NULL	DKH	4
HEMT 2004-4	HME44	0	DOT	18
HEMT 2004-5	HME45	0	DKQ	9
HEMT 2004-5	HME45	NULL	DKQ	3
HEMT 2004-6	HME46	0	DKT	13
HEMT 2005-1	HME51	0	DKW	18
HEMT 2005-2	HME52	0	DKX	20
HEMT 2005-3	HME53	0	DKY	17
HEMT 2005-4	HME54	0	DKZ	23
HEMT 2005-5	HME55	0		21
HEMT 2006-1	HME61	0	HX3	22
HEMT 2006-2	HME62	1	HX4	19
HEMT 2006-2	HME62	2	HX5	8
HEMT 2006-3	HME63	0	L2P	20
HEMT 2006-4	HME64	0	L2Q	19
HEMT 2006-5	HME65	0	L2R	19
HEMT 2006-6	HME66	1	L2S	13
HEMT 2006-6	HME66	2	L2T	17
HEMT 2007-1	HME71	0	DRV	6
HEMT 2007-2	HME72	1	475	10
HEMT 2007-2	HME72	2	476	16
HFCHC 2005-1		0		2
HFCHC 2005-2		0		4
HFCHC 2005-3		0		4
HFCHC 2006-1		0		4
HFCHC 2006-3		0		10
HFCHC 2006-4		0		10
HFCHC 2007-1		0		12
HFCHC 2007-2		0		12
HFCHC 2007-3		0		8
HGELT 1999-1	HG991	0		2
HMAC 2004-2	HM042	0	SSE	7
HMAC 2004-3	HM043	0	SSF	10
HMAC 2004-4	HM044	0	SSH	10
HMAC 2004-6	HM046	0	SSJ	12
HMBT 2004-1	HB401	1	HOA	4
HMBT 2004-1	HB401	2	HOB	4
HMBT 2004-2	HB402	0	HOC	5
HMBT 2005-1	HB501	0	HOD	10
HMBT 2005-2	HB502	0	HOE	9
HMBT 2005-3	HB503	0	HOF	8
HMBT 2005-4	HB504	0	GKK	9
HMBT 2005-5	HB505	0	0CX	9
HMBT 2006-1	HB601	1	A8T	5
HMBT 2006-1	HB601	2	A8U	5
HMBT 2006-1	HB601	3	A8V	6
HMBT 2006-1	HB601	4	A8W	5
HMBT 2006-2	HB602	0	1A0	5
HMBT 2007-1	HB701	2	0Y3	9
HMBT 2007-1	HB701	2	0Y4	10
HMBT 2007-1	HB701	2	0Y6	4
HMBT 2007-1	HB701	3	0Y5	9
HMSI 1997-1	HD701	0		24
HMSI 1997-2	HD702	0		21
HMSI 1997-3	HD703	0		25
HMSI 1997-4	HD704	0		20
HMSI 1997-5	HD705	0		19
HMSI 1997-6	HD706	0		19
HMSI 1998-1	HD801	0		13
HMSI 1998-2	HD802	0		6
HMSI 1998-3	HD803	0		9
HOMRE 2005-2		0		14
HOMRE 2006-1A		0		6
HSBC 2000-HSB1	HSB01	0		11
HSMS 1998-1	H8-01	0	SS5	19
HSMS 1998-2	H8-02	0		18
HSNIM 2004-1	HM041	0	SSD	10
HSNIM 2004-3		0		4
HSNIM 2004-4		0		4
HSNIM 2004-5	HM045	0	SSI	11
HSPC 1998-B	HAN8B	0		33
HSPC 1999-A	HAN9A	0		4
HSPC 1999-B	HAN9B	0		2
HVMLT 2000-1	HRB01	0		12
HVMLT 2000-2	HRB02	0		12
HVMLT 2001-1	HRB11	0		11
HVMLT 2003-1	HRB31	0	HAC	8
HVMLT 2003-2	HRB32	1	HAD	6
HVMLT 2003-2	HRB32	2	HAE	7
HVMLT 2003-2	HRB32	3	HAF	5
HVMLT 2003-3	HRB33	1	HBD	9
HVMLT 2003-3	HRB33	2	HBE	11
HVMLT 2004-1	HRB41	1	HAG	8
HVMLT 2004-1	HRB41	2	HAH	7
HVMLT 2004-1	HRB41	3	HAI	7
HVMLT 2004-1	HRB41	4	HAJ	7
HVMLT 2004-10	HR410	1	HBK	11
HVMLT 2004-10	HR410	2	HBL	9
HVMLT 2004-10	HR410	3	HBM	9
HVMLT 2004-10	HR410	4	HBN	9
HVMLT 2004-11	HR411	1	HCB	10
HVMLT 2004-11	HR411	2	HCC	14
HVMLT 2004-11	HR411	3	HCD	15
HVMLT 2004-2	HRB42	1	HBF	9
HVMLT 2004-2	HRB42	2	HBG	9
HVMLT 2004-3	HRB43	1	HAK	8
HVMLT 2004-3	HRB43	2	HAL	8
HVMLT 2004-4	HRB44	1	HAM	9
HVMLT 2004-4	HRB44	2	HAN	9
HVMLT 2004-4	HRB44	3	HAO	10
HVMLT 2004-5	HRB45	1	HAP	8
HVMLT 2004-5	HRB45	2	HAQ	15
HVMLT 2004-5	HRB45	3	HAR	8
HVMLT 2004-6	HRB46	1	HAS	8
HVMLT 2004-6	HRB46	2	HAT	8
HVMLT 2004-6	HRB46	3	HAU	10
HVMLT 2004-6	HRB46	4	HAV	8
HVMLT 2004-6	HRB46	5	HAW	8
HVMLT 2004-7	HRB47	1	HAX	8
HVMLT 2004-7	HRB47	2	HAY	10
HVMLT 2004-7	HRB47	3	HAZ	9
HVMLT 2004-7	HRB47	4	HA0	7
HVMLT 2004-8	HRB48	1	HBH	9
HVMLT 2004-8	HRB48	2	HBI	13
HVMLT 2004-8	HRB48	3	HBJ	10
HVMLT 2004-9	HV409	1	LMA	9
HVMLT 2004-9	HV409	2	LMB	8
HVMLT 2004-9	HV409	3	LMC	8
HVMLT 2004-9	HV409	4	LMD	11
HVMLT 2005-1	HR501	1	HCE	8
HVMLT 2005-1	HR501	2	HCF	10
HVMLT 2005-10	HR510	1	HBW	17
HVMLT 2005-10	HR510	2	HBX	18
HVMLT 2005-11	HR511	1	GKG	12
HVMLT 2005-11	HR511	2	GKH	13
HVMLT 2005-12	HR512	1	HCS	14
HVMLT 2005-12	HR512	2	HCT	16
HVMLT 2005-13	HR513	1	HCU	11
HVMLT 2005-13	HR513	2	HCV	13
HVMLT 2005-14	HR514	1	GTN	10
HVMLT 2005-14	HR514	2	GTO	9
HVMLT 2005-14	HR514	3	GTP	9
HVMLT 2005-14	HR514	4	GTQ	9
HVMLT 2005-14	HR514	5	GTR	9
HVMLT 2005-15	HR515	1	GTS	19
HVMLT 2005-15	HR515	2	GTT	21
HVMLT 2005-15	HR515	3	GTU	23
HVMLT 2005-16	HR516	1	HBY	19
HVMLT 2005-16	HR516	2	HBZ	19
HVMLT 2005-16	HR516	3	HB0	19
HVMLT 2005-16	HR516	4	HB2	18
HVMLT 2005-2	HR502	1	HCG	10
HVMLT 2005-2	HR502	2	HCH	12
HVMLT 2005-3	HR503	1	HCI	12
HVMLT 2005-3	HR503	2	HCJ	15
HVMLT 2005-4	HR504	1	HBO	9
HVMLT 2005-4	HR504	2	HBP	9
HVMLT 2005-4	HR504	3	HBQ	10
HVMLT 2005-4	HR504	4	HBR	9
HVMLT 2005-4	HR504	5	HBS	9
HVMLT 2005-5	HR505	1	HCK	14
HVMLT 2005-5	HR505	2	HCL	15
HVMLT 2005-6	HR506	0	HBT	10
HVMLT 2005-7	HR507	1	HBU	11
HVMLT 2005-7	HR507	2	HBV	12
HVMLT 2005-8	HR508	1	HCM	3
HVMLT 2005-8	HR508	1	HCN	1
HVMLT 2005-8	HR508	"1,2"	HCM	1
HVMLT 2005-8	HR508	"1,2"	HCN	1
HVMLT 2005-8	HR508	1A	HCM	13
HVMLT 2005-8	HR508	1B	HCN	16
HVMLT 2005-8	HR508	2A	HCO	14
HVMLT 2005-8	HR508	2B	HCP	16
HVMLT 2005-9	HR509	1	HCQ	20
HVMLT 2005-9	HR509	2	HCR	22
HVMLT 2006-1	HR601	1	HCW	17
HVMLT 2006-1	HR601	2	HCX	19
HVMLT 2006-10	HR610	1	OO3	12
HVMLT 2006-10	HR610	2	OO4	13
HVMLT 2006-11	HR611	0	OO5	9
HVMLT 2006-12	HR612	1	OOG	11
HVMLT 2006-12	HR612	2	OOH	17
HVMLT 2006-13	HR613	0	N5X	9
HVMLT 2006-14	HR614	1	3A1	8
HVMLT 2006-14	HR614	2	3A2	11
HVMLT 2006-2	HR602	1	A8N	9
HVMLT 2006-2	HR602	2	A8O	9
HVMLT 2006-2	HR602	3	A8P	9
HVMLT 2006-2	HR602	4	A8Q	8
HVMLT 2006-3	HR603	1	Q1Z	9
HVMLT 2006-3	HR603	2	Q20	9
HVMLT 2006-3	HR603	3	Q21	8
HVMLT 2006-4	HR604	1	Q22	3
HVMLT 2006-4	HR604	"1,2,4"	Q23	2
HVMLT 2006-4	HR604	"1,2,4"	Q22	2
HVMLT 2006-4	HR604	1A1	Q22	14
HVMLT 2006-4	HR604	1A2	Q23	19
HVMLT 2006-4	HR604	2	Q24	19
HVMLT 2006-4	HR604	3	Q25	14
HVMLT 2006-5	HR605	1	Q26	18
HVMLT 2006-5	HR605	2	Q27	19
HVMLT 2006-6	HR606	1	Q28	10
HVMLT 2006-6	HR606	2	Q29	9
HVMLT 2006-6	HR606	3	Q30	9
HVMLT 2006-6	HR606	4	Q31	10
HVMLT 2006-6	HR606	5	Q32	9
HVMLT 2006-7	HR607	1	B8Y	8
HVMLT 2006-7	HR607	2	B8Z	10
HVMLT 2006-8	HR608	1	B80	9
HVMLT 2006-8	HR608	2	B81	11
HVMLT 2006-9	HR609	1	Q34	8
HVMLT 2006-9	HR609	2	Q35	12
HVMLT 2006-BU1	HR6BU	1	A8R	11
HVMLT 2006-BU1	HR6BU	2	A8S	12
HVMLT 2006-SB1	HR6S1	0	Q33	10
HVMLT 2007-1	HR711	1	I1H	10
HVMLT 2007-1	HR711	2	I1I	12
HVMLT 2007-2	HR702	1	120	9
HVMLT 2007-2	HR702	2	436	11
HVMLT 2007-3	HR703	1	434	10
HVMLT 2007-3	HR703	2	435	12
HVMLT 2007-4	HR704	1	679	9
HVMLT 2007-4	HR704	2	680	11
HVMLT 2007-5	HR705	0	845	14
HVMLT 2007-6	HR706	1	878	11
HVMLT 2007-6	HR706	2	879	12
HVMLT 2007-7	HR707	1	0ZG	10
HVMLT 2007-7	HR707	2	0ZH	12
ICIFC 1997-1	IC701	0		20
ICIFC 1997-2	IC702	0		18
ICIFC 1997-3	IC703	0		17
IMCHE 1996-1		0		8
IMCHE 1996-2		0		8
IMCHE 1996-3		0		7
IMCHE 1996-4		0		6
IMCHE 1997-1		0		8
IMCHE 1997-2		0		8
IMCHE 1997-3		0		10
IMCHE 1997-5		0		15
IMCHE 1998-1		0		11
IMCHE 1998-3		0		9
IMCHE 1998-5		0		10
IMJA 2007-A1	IY7IJ	0	802	19
IMJA 2007-A2	IY7IZ	0	994	9
IMJA 2007-A2	IY7IZ	NULL	994	9
IMJA 2007-A3	IY7IY	0	0FV	13
IMJA 2007-A4	IY7J4	0	2A4	13
IMM 2000-1	IMP01	0		2
IMM 2000-2	IMP02	0		3
IMM 2001-1	IMP11	0		6
IMM 2001-2	IMP12	0		5
IMM 2001-3	IMP13	0		5
IMM 2001-4	IMP14	0		6
IMM 2002-1	IM201	0		2
IMM 2002-2	IM202	0		3
IMM 2002-3	IM203	0		3
IMM 2002-4F	IM204	0		4
IMM 2002-5	IM205	0		3
IMM 2002-6F	IM206	0		4
IMM 2002-7	IM207	0		2
IMM 2002-8	IM208	0		2
IMM 2002-9F	IM209	0	ICQ	5
IMM 2003-09F	IM309	0	ID5	3
IMM 2003-1	IM301	1	ICR	2
IMM 2003-1	IM301	2	ICS	1
IMM 2003-10	IM310	0		9
IMM 2003-11	IM311	1	ID8	5
IMM 2003-11	IM311	2	ID9	4
IMM 2003-12	IM312	0		6
IMM 2003-2F	IM302	0	ICT	5
IMM 2003-3	IM303	0		5
IMM 2003-4	IM304	1	ICW	2
IMM 2003-4	IM304	2	ICX	1
IMM 2003-4	IM304	3	ICY	5
IMM 2003-5	IM305	0		5
IMM 2003-6	IM306	0		3
IMM 2003-7	IM307	0		3
IMM 2003-8	IM308	1	ID3	6
IMM 2003-8	IM308	2	ID4	4
IMM 2003-9F		0		3
IMM 2004-1	IM401	0		7
IMM 2004-10	IM410	1	IE2	2
IMM 2004-10	IM410	2	IE3	1
IMM 2004-10	IM410	3	IE4	7
IMM 2004-10	IM410	4	IE5	5
IMM 2004-11	IM411	1	IDY	2
IMM 2004-11	IM411	2	IDZ	9
IMM 2004-2	IM402	0		8
IMM 2004-3	IM403	1	IDE	7
IMM 2004-3	IM403	2	IDF	7
IMM 2004-3	IM403	3	IDG	4
IMM 2004-4	IM404	1	IDH	9
IMM 2004-4	IM404	2	IDI	5
IMM 2004-5	IM405	1	IDK	9
IMM 2004-5	IM405	2	IDL	4
IMM 2004-6	IM406	1	IDM	9
IMM 2004-6	IM406	2	IDN	7
IMM 2004-7	IM407	1	IDO	7
IMM 2004-7	IM407	2	IDP	6
IMM 2004-8	IM408	1	IDT	7
IMM 2004-8	IM408	2	IDU	2
IMM 2004-8	IM408	3	IDV	4
IMM 2004-9	IM409	1	IDW	9
IMM 2004-9	IM409	2	IDX	8
IMM 2005-1	IM501	1	IE7	10
IMM 2005-1	IM501	2	IE8	10
IMM 2005-2	IM502	1	IE9	10
IMM 2005-2	IM502	2	IEZ	5
IMM 2005-3	IM503	0	IDQ	11
IMM 2005-4	IM504	1	IF0	12
IMM 2005-4	IM504	2	IF1	6
IMM 2005-5	IM505	0	IF2	12
IMM 2005-6	IM506	1	IEL	9
IMM 2005-6	IM506	2	IEM	6
IMM 2005-7	IM507	0	IF3	9
IMM 2005-8	IM508	1	IF4	11
IMM 2005-8	IM508	2	IF5	6
IMM 2007-A		0		5
IMSA 1999-2	IMP92	0		19
IMSA 2000-1	IMP21	0		20
IMSA 2000-2	IC002	0		16
IMSA 2000-3	IC003	0	IMQ	23
IMSA 2000-4	IC004	0		8
IMSA 2000-5	IC005	0		12
IMSA 2001-1	IC101	0		9
IMSA 2001-2	IMP03	0		9
IMSA 2001-3	IC103	0		9
IMSA 2001-4	IC104	0		14
IMSA 2001-5	IC105	0		13
IMSA 2001-6	ICI06	0		13
IMSA 2001-7	ICI07	0		12
IMSA 2001-8	ICI08	0	ING	15
IMSA 2002-1	ICI21	0		14
IMSA 2002-2	ICI22	0	ICH	17
IMSA 2002-3	ICI23	0	ICJ	11
IMSA 2003-1	ICI31	0	ICU	8
IMSA 2003-2	ICI32	0	IP5	14
IMSA 2003-3	ICI33	0	ID2	8
IMSA 2004-1	ICI41	0	IDD	13
IMSA 2004-2	ICI42	0	IDJ	12
IMSA 2004-3	ICI43	1	IDR	11
IMSA 2004-3	ICI43	2	IDS	8
IMSA 2004-4	ICI44	1	IFA	9
IMSA 2004-4	ICI44	2	IFB	8
IMSA 2005-1	ICI51	1	IFC	11
IMSA 2005-1	ICI51	2	IFD	7
IMSA 2005-1	ICI51	3	IFE	8
IMSA 2005-1	ICI51	4	IFF	7
IMSA 2005-1	ICI51	5	IFG	14
IMSA 2005-2	ICI52	0	0FU	17
IMSA 2005-2	ICI52	NULL	0FU	2
IMSA 2006-1	ICI61	1	IF7	14
IMSA 2006-1	ICI61	2	IF8	6
IMSA 2006-2	ICI62	1	IG9	19
IMSA 2006-2	ICI62	2	IH9	11
IMSA 2006-3	ICI63	0	IHA	24
IMSA 2006-4	ICI64	0	02C	14
IMSA 2006-4	ICI64	NULL	02C	3
IMSA 2006-5	ICI65	1	N7X	15
IMSA 2006-5	ICI65	2	P7J	3
IMSA 2007-1	ICI71	0	P7K	13
IMSA 2007-1	ICI71	NULL	P7K	3
IMSA 2007-2	ICI72	1	244	15
IMSA 2007-2	ICI72	2	245	4
IMSA 2007-3	ICI73	0	339	13
IMSA 2007-3	ICI73	NULL	339	3
IMSAN 2004-1A		0		2
IMSAN 2006-1		0		1
IMSAN 2006-2		0		1
IMSAN 2006-4		0		1
IMSAN 2006-5		0		1
IMSAN 2007-2		0		1
IMSAN 2007-3		0		1
IMSC 2007-AR1	I7IA1	A3	803	12
IMSC 2007-AR1	I7IA1	A3	804	11
IMSC 2007-AR1	I7IA1	A3	807	9
IMSC 2007-AR1IMSC	I7IA1	A3	807	1
IMSC 2007-AR2	I7IA2	0	838	15
IMSC 2007-F1	IY7I1	A3	541	13
IMSC 2007-F1	IY7I1	A3	542	12
IMSC 2007-F2	IY7I2	1	753	15
IMSC 2007-F2	IY7I2	2	754	12
IMSC 2007-F3	IY7I3	0	0BX	8
IMSC 2007-F3	IY7I3	NULL	0BX	9
IMSC 2007-HOA1	IY7IH	0	809	23
INABS 2004-LH1		0		4
INABS 2005-A	IN05A	1	IRN	13
INABS 2005-A	IN05A	2	IRO	14
INABS 2005-B	IN05B	1	IR0	12
INABS 2005-B	IN05B	2	IR1	14
INABS 2005-C	IN05C	1	IR2	12
INABS 2005-C	IN05C	2	IR3	14
INABS 2005-D	IN05D	1	IR4	11
INABS 2005-D	IN05D	2	IR5	13
INABS 2006-A	IN06A	0	IR6	14
INABS 2006-B	IN06B	1	IR7	11
INABS 2006-B	IN06B	2	IR8	13
INABS 2006-C	IN06C	1	JR8	10
INABS 2006-C	IN06C	2	KR8	10
INABS 2006-C	IN06C	3	LR8	13
INABS 2006-D	IN06D	1	LR0	12
INABS 2006-D	IN06D	2	LR1	15
INABS 2006-E	IN06E	1	00T	13
INABS 2006-E	IN06E	2	00U	15
INABS 2006-H2		0		2
INABS 2006-H3		0		6
INABS 2006-H4		0		4
INABS 2007-A	IN07A	1	DRT	12
INABS 2007-A	IN07A	2	DRU	16
INABS 2007-B	IN07B	1	700	13
INABS 2007-B	IN07B	2	701	15
INARM 2001-H1		0		15
INARM 2001-H2		0		12
INDA 2005-AR1	IN5A1	1	ITG	9
INDA 2005-AR1	IN5A1	2	ITH	9
INDA 2005-AR1	IN5A1	3	ITI	9
INDA 2005-AR2	IN5A2	1	ITR	10
INDA 2005-AR2	IN5A2	2	ITS	9
INDA 2005-AR2	IN5A2	3	ITT	9
INDA 2005-AR2	IN5A2	4	ITU	9
INDA 2006-AR1	IN6A1	0	JTZ	14
INDA 2006-AR2	IN6A2	1	JT0	7
INDA 2006-AR2	IN6A2	"1,2"	JT0	1
INDA 2006-AR2	IN6A2	2	JT1	8
INDA 2006-AR2	IN6A2	3	JT2	7
INDA 2006-AR2	IN6A2	"3,4"	JT2	1
INDA 2006-AR2	IN6A2	4	JT3	8
INDA 2006-AR3	IN6A3	1	JT4	10
INDA 2006-AR3	IN6A3	2	JT5	8
INDA 2007-AR1	IN7A1	1	JT6	12
INDA 2007-AR1	IN7A1	2	JT7	11
INDA 2007-AR1	IN7A1	3	JT8	9
INDA 2007-AR2	IN7A2	0	466	11
INDA 2007-AR3	IN7A3	1	646	11
INDA 2007-AR3	IN7A3	2	647	10
INDA 2007-AR3	IN7A3	3	648	9
INDA 2007-AR4	IN7A4	1	810	11
INDA 2007-AR4	IN7A4	2	811	10
INDA 2007-AR4	IN7A4	3	812	9
INDA 2007-AR5	IN7A5	1	839	11
INDA 2007-AR5	IN7A5	2	840	10
INDA 2007-AR5	IN7A5	3	841	10
INDA 2007-AR6	IN7A6	1	963	11
INDA 2007-AR6	IN7A6	2	964	9
INDA 2007-AR7	IN7A7	1	0WF	11
INDA 2007-AR7	IN7A7	2	0WG	11
INDA 2007-AR7	IN7A7	3	0WH	11
INDA 2007-AR8	IN7A8	1	29G	12
INDA 2007-AR8	IN7A8	2	29H	11
INDA 2007-AR8	IN7A8	3	29I	11
INDA 2007-AR8	IN7A9	1	2A6	1
INDA 2007-AR8	IN7A9	2	2A7	1
INDA 2007-AR8	IN7A9	3	2A8	2
INDB 2005-1	IN5B1	0	JTJ	11
INDB 2006-1	IN6B1	0	JTU	19
INDS 2006-1	IN601	0	IWJ	11
INDS 2006-2B	IN62B	0	IWV	1
INDS 2006-3	IN603	0	00X	1
INDS 2006-A	IND6A	0	IWM	14
INDS 2007-1	IN701	0	10X	2
INDS 2007-2	IN702	0	233	1
INDX 2004-AR1	IY401	1	IP6	10
INDX 2004-AR1	IY401	2	IP7	9
INDX 2004-AR10	IY410	1	IQT	10
INDX 2004-AR10	IY410	2	IQU	11
INDX 2004-AR11	IY411	1	IQW	9
INDX 2004-AR11	IY411	2	IQX	8
INDX 2004-AR12	IY412	0	IQV	11
INDX 2004-AR13	IY413	1	IQY	8
INDX 2004-AR13	IY413	2	IQZ	10
INDX 2004-AR14	IY414	1	IQ0	11
INDX 2004-AR14	IY414	2	IQ1	12
INDX 2004-AR15	IY415	1	IQ2	8
INDX 2004-AR15	IY415	2	IQ3	7
INDX 2004-AR15	IY415	3	IQ4	7
INDX 2004-AR15	IY415	4	IQ5	8
INDX 2004-AR15	IY415	5	IQ6	8
INDX 2004-AR15	IY415	6	IQ7	7
INDX 2004-AR2	IY402	1	IP8	10
INDX 2004-AR2	IY402	2	IP9	9
INDX 2004-AR3	IY403	0	IP0	10
INDX 2004-AR4	IY404	1	IQA	8
INDX 2004-AR4	IY404	2	IQB	7
INDX 2004-AR4	IY404	3	IQC	7
INDX 2004-AR5	IY405	1	IQD	10
INDX 2004-AR5	IY405	2	IQE	11
INDX 2004-AR6	IY406	1	IQF	8
INDX 2004-AR6	IY406	2	IQG	7
INDX 2004-AR6	IY406	3	IQH	9
INDX 2004-AR6	IY406	4	IQI	7
INDX 2004-AR6	IY406	5	IQJ	8
INDX 2004-AR6	IY406	6	IQK	8
INDX 2004-AR7	IY407	0	IQL	13
INDX 2004-AR8	IY408	1	IQM	10
INDX 2004-AR8	IY408	2	IQN	11
INDX 2004-AR9	IY409	1	IQO	2
INDX 2004-AR9	IY409	2	IQP	1
INDX 2004-AR9	IY409	3	IQQ	1
INDX 2004-AR9	IY409	4	IQR	1
INDX 2004-AR9	IY409	5	IQS	9
INDX 2005-16IP	IY516	0	ISK	13
INDX 2005-AR1	IY501	1	IQ8	9
INDX 2005-AR1	IY501	2	IQ9	7
INDX 2005-AR1	IY501	3	IRA	8
INDX 2005-AR1	IY501	4	IRB	7
INDX 2005-AR10	IY510	0	IS2	15
INDX 2005-AR11	IY511	0	IS9	15
INDX 2005-AR12	IY512	1	ISA	13
INDX 2005-AR12	IY512	2	ISB	15
INDX 2005-AR13	IY513	1	ISD	10
INDX 2005-AR13	IY513	2	ISE	10
INDX 2005-AR13	IY513	3	ISF	10
INDX 2005-AR13	IY513	4	ISG	10
INDX 2005-AR13	IY513	5	ISH	10
INDX 2005-AR14	IY514	1	ISI	15
INDX 2005-AR14	IY514	2	ISJ	14
INDX 2005-AR15	IY515	0	ISL	13
INDX 2005-AR17	IY517	1	ISM	10
INDX 2005-AR17	IY517	2	ISN	9
INDX 2005-AR17	IY517	3	ISO	8
INDX 2005-AR17	IY517	4	ISP	9
INDX 2005-AR17	IY517	5	ISQ	8
INDX 2005-AR17	IY517	6	ISR	9
INDX 2005-AR18	IY518	1	ISX	18
INDX 2005-AR18	IY518	2	ISY	20
INDX 2005-AR19	IY519	0	ISS	10
INDX 2005-AR2	IY502	1	IRC	10
INDX 2005-AR2	IY502	2	IRD	14
INDX 2005-AR21	IY521	1	IST	8
INDX 2005-AR21	IY521	2	ISU	7
INDX 2005-AR21	IY521	3	ISV	9
INDX 2005-AR21	IY521	4	ISW	9
INDX 2005-AR23	IY523	1	ISZ	9
INDX 2005-AR23	IY523	2	ITA	9
INDX 2005-AR23	IY523	3	ITB	9
INDX 2005-AR23	IY523	4	ITC	9
INDX 2005-AR23	IY523	5	ITD	9
INDX 2005-AR23	IY523	6	ITE	9
INDX 2005-AR25	IY525	1	ITK	11
INDX 2005-AR25	IY525	2	ITL	9
INDX 2005-AR27	IY527	1	ITM	8
INDX 2005-AR27	IY527	2	ITN	9
INDX 2005-AR27	IY527	3	ITO	9
INDX 2005-AR27	IY527	4	ITP	8
INDX 2005-AR29	IY529	0	ITV	10
INDX 2005-AR3	IY503	1	IRG	9
INDX 2005-AR3	IY503	2	IRH	8
INDX 2005-AR3	IY503	3	IRI	10
INDX 2005-AR3	IY503	4	IRJ	9
INDX 2005-AR3	IY503	5	IRK	9
INDX 2005-AR31	IY531	1	ITW	11
INDX 2005-AR31	IY531	2	ITX	10
INDX 2005-AR31	IY531	3	ITY	9
INDX 2005-AR31	IY531	4	ITZ	10
INDX 2005-AR31	IY531	5	IU0	10
INDX 2005-AR33	IY533	1	IU1	9
INDX 2005-AR33	IY533	2	IU2	8
INDX 2005-AR33	IY533	3	IU3	8
INDX 2005-AR33	IY533	4	IU4	8
INDX 2005-AR35	IY535	1	IU5	9
INDX 2005-AR35	IY535	2	IU6	8
INDX 2005-AR4	IY504	1	IRE	10
INDX 2005-AR4	IY504	2	IRF	11
INDX 2005-AR5	IY505	1	IRP	9
INDX 2005-AR5	IY505	2	IRQ	9
