bloomberg_name	lps_deal_no	intex_group	lps_pool_id	tranche_count
CSFB 2002-AR31	1B231	2	XYP	9
CSFB 2002-AR31	1B231	3	XYQ	9
CSFB 2002-AR31	1B231	4	XYR	11
CSFB 2002-AR31	1B231	5	XYS	9
CSFB 2002-AR31	1B231	6	XYT	9
CSFB 2002-AR31	1B231	7	XYU	4
CSFB 2002-AR33	1B233	1	XYV	8
CSFB 2002-AR33	1B233	2	XYW	8
CSFB 2002-AR33	1B233	3	XYX	11
CSFB 2002-AR33	1B233	4	XYY	7
CSFB 2002-AR33	1B233	5	XYZ	4
CSFB 2002-AR8	1B208	0		10
CSFB 2002-HE1	1B201	1	XXN	6
CSFB 2002-HE1	1B201	2	XXO	7
CSFB 2002-HE11	1B211	1	ARM	6
CSFB 2002-HE11	1B211	2	ARN	8
CSFB 2002-HE16	1B216	1	ARO	7
CSFB 2002-HE16	1B216	2	ARQ	10
CSFB 2002-HE4	1B204	1	CCQ	6
CSFB 2002-HE4	1B204	2	CCR	7
CSFB 2002-HE4	1B204	3	CCS	8
CSFB 2002-S12	1B212	0		11
CSFB 2003-1	1B301	1	XZ4	10
CSFB 2003-1	1B301	2	XZ5	12
CSFB 2003-1	1B301	"2,4"	XZ5	1
CSFB 2003-1	1B301	3	XZ6	17
CSFB 2003-10	1B310	1	XZP	18
CSFB 2003-10	1B310	2	XZQ	10
CSFB 2003-10	1B310	3	XZR	21
CSFB 2003-10	1B310	4	XZS	8
CSFB 2003-10	1B310	"4,6"	XZS	1
CSFB 2003-11	1B311	0	XZX	50
CSFB 2003-17	1B317	1	Y02	39
CSFB 2003-17	1B317	2	Y03	21
CSFB 2003-17	1B317	3	Y04	15
CSFB 2003-17	1B317	4	Y05	9
CSFB 2003-17	1B317	5	Y06	10
CSFB 2003-17	1B317	6	Y07	9
CSFB 2003-17	1B317	7	Y08	9
CSFB 2003-19	CS319	1	LXZ	31
CSFB 2003-19	CS319	2	LY0	10
CSFB 2003-21	CS321	1	LY1	29
CSFB 2003-21	CS321	2	LY2	9
CSFB 2003-21	CS321	3	LY3	10
CSFB 2003-21	CS321	4	LY4	8
CSFB 2003-21	CS321	5	LY5	9
CSFB 2003-23	CS323	1	LY6	30
CSFB 2003-23	CS323	2	LY7	18
CSFB 2003-23	CS323	3	LY8	22
CSFB 2003-23	CS323	4	LY9	10
CSFB 2003-23	CS323	5	LYA	10
CSFB 2003-23	CS323	6	LYB	8
CSFB 2003-23	CS323	"6,7,8"	LYB	2
CSFB 2003-23	CS323	7	LYC	10
CSFB 2003-23	CS323	8	LYD	3
CSFB 2003-25	CS325	1	LYE	19
CSFB 2003-25	CS325	2	LYF	11
CSFB 2003-27	CS327	1	LYG	13
CSFB 2003-27	CS327	2	LYH	8
CSFB 2003-27	CS327	3	LYI	5
CSFB 2003-27	CS327	"3,5,7"	LYI	1
CSFB 2003-27	CS327	"3,5,7,10"	LYI	1
CSFB 2003-27	CS327	4	LYJ	33
CSFB 2003-27	CS327	5	LYK	9
CSFB 2003-27	CS327	6	LYL	8
CSFB 2003-27	CS327	7	LYM	9
CSFB 2003-27	CS327	8	LYN	9
CSFB 2003-27	CS327	9	LYO	7
CSFB 2003-27	CS327	"9,10,11"	LYO	1
CSFB 2003-27	CS327	"9,11"	LYO	1
CSFB 2003-29	CS329	1	LYP	8
CSFB 2003-29	CS329	"1,3,4,5"	LYP	2
CSFB 2003-29	CS329	2	LYQ	13
CSFB 2003-29	CS329	"2,7"	LYQ	2
CSFB 2003-29	CS329	3	LYR	10
CSFB 2003-29	CS329	4	LYS	10
CSFB 2003-29	CS329	5	LYT	10
CSFB 2003-29	CS329	6	LYU	8
CSFB 2003-29	CS329	"6,8"	LYU	2
CSFB 2003-29	CS329	7	LYV	10
CSFB 2003-29	CS329	8	LYW	10
CSFB 2003-7	1B307	0	XZC	37
CSFB 2003-8	1B308	1	XZJ	10
CSFB 2003-8	1B308	2	XZK	9
CSFB 2003-8	1B308	3	XZL	32
CSFB 2003-8	1B308	"3,5"	XZL	1
CSFB 2003-8	1B308	"3,5,6"	XZL	1
CSFB 2003-8	1B308	4	XZM	8
CSFB 2003-8	1B308	5	XZN	9
CSFB 2003-8	1B308	6	XZO	16
CSFB 2003-8	1B308	"6,8"	XZO	1
CSFB 2003-AR12	1B312	1	XZT	9
CSFB 2003-AR12	1B312	2	XZU	10
CSFB 2003-AR12	1B312	3	XZV	9
CSFB 2003-AR12	1B312	4	XZW	4
CSFB 2003-AR15	1B315	1	XZY	8
CSFB 2003-AR15	1B315	2	XZZ	9
CSFB 2003-AR15	1B315	3	Y00	7
CSFB 2003-AR15	1B315	4	Y01	4
CSFB 2003-AR18	1B318	1	Y09	8
CSFB 2003-AR18	1B318	2	Y0A	11
CSFB 2003-AR18	1B318	3	Y0B	7
CSFB 2003-AR18	1B318	4	Y0C	4
CSFB 2003-AR2	1B302	1	XZ7	8
CSFB 2003-AR2	1B302	2	XZ8	7
CSFB 2003-AR2	1B302	3	XZ9	7
CSFB 2003-AR2	1B302	4	XZA	7
CSFB 2003-AR2	1B302	5	XZB	4
CSFB 2003-AR20	1B320	1	Y0D	8
CSFB 2003-AR20	1B320	2	Y0E	11
CSFB 2003-AR20	1B320	3	Y0F	7
CSFB 2003-AR20	1B320	4	Y0G	5
CSFB 2003-AR22	1B322	1	Y0H	9
CSFB 2003-AR22	1B322	2	Y0I	12
CSFB 2003-AR22	1B322	3	Y0J	7
CSFB 2003-AR22	1B322	4	Y0K	5
CSFB 2003-AR24	1B324	1	Y0L	9
CSFB 2003-AR24	1B324	2	Y0M	11
CSFB 2003-AR24	1B324	3	Y0N	7
CSFB 2003-AR24	1B324	4	Y0O	7
CSFB 2003-AR24	1B324	5	Y0P	8
CSFB 2003-AR24	1B324	6	Y0Q	5
CSFB 2003-AR26	1B326	1	Y0R	9
CSFB 2003-AR26	1B326	2	Y0S	7
CSFB 2003-AR26	1B326	3	Y0T	9
CSFB 2003-AR26	1B326	4	Y0U	7
CSFB 2003-AR26	1B326	5	Y0V	7
CSFB 2003-AR26	1B326	6	Y0W	7
CSFB 2003-AR26	1B326	7	Y0X	7
CSFB 2003-AR26	1B326	8	Y0Y	7
CSFB 2003-AR26	1B326	9	Y0Z	6
CSFB 2003-AR28	1B328	1	Y1A	9
CSFB 2003-AR28	1B328	2	Y1B	7
CSFB 2003-AR28	1B328	3	Y1C	7
CSFB 2003-AR28	1B328	4	Y1D	7
CSFB 2003-AR28	1B328	5	Y1E	7
CSFB 2003-AR28	1B328	6	Y1F	5
CSFB 2003-AR30	CS330	1	LZ1	9
CSFB 2003-AR30	CS330	2	LZ2	7
CSFB 2003-AR30	CS330	3	LZ3	7
CSFB 2003-AR30	CS330	4	LZ4	7
CSFB 2003-AR30	CS330	5	LZ5	7
CSFB 2003-AR30	CS330	6	LZ6	5
CSFB 2003-AR5	1B305	1	XZD	10
CSFB 2003-AR5	1B305	2	XZE	10
CSFB 2003-AR5	1B305	3	XZF	4
CSFB 2003-AR9	1B309	1	XZG	11
CSFB 2003-AR9	1B309	2	XZH	9
CSFB 2003-AR9	1B309	3	XZI	4
CSFB 2004-1	1B401	1	Y1G	13
CSFB 2004-1	1B401	2	Y1H	8
CSFB 2004-1	1B401	"2,3"	Y1H	2
CSFB 2004-1	1B401	3	Y1I	9
CSFB 2004-1	1B401	4	Y1J	7
CSFB 2004-1	1B401	"4,5"	Y1J	2
CSFB 2004-1	1B401	5	Y1K	9
CSFB 2004-3	1B403	1	Y1L	19
CSFB 2004-3	1B403	"1,3"	Y1L	1
CSFB 2004-3	1B403	2	Y1M	9
CSFB 2004-3	1B403	3	Y1N	13
CSFB 2004-3	1B403	4	Y1O	9
CSFB 2004-4	1B404	1	Y1P	25
CSFB 2004-4	1B404	2	Y1Q	18
CSFB 2004-4	1B404	"2,3"	Y1Q	1
CSFB 2004-4	1B404	3	Y1R	19
CSFB 2004-4	1B404	4	Y1S	10
CSFB 2004-4	1B404	"4,5"	Y1S	1
CSFB 2004-4	1B404	5	Y1T	14
CSFB 2004-5	1B405	1	Y1U	22
CSFB 2004-5	1B405	2	Y1V	4
CSFB 2004-5	1B405	3	Y1W	4
CSFB 2004-5	1B405	4	Y1X	8
CSFB 2004-5	1B405	5	Y1Y	6
CSFB 2004-6	1B406	1	Y1Z	17
CSFB 2004-6	1B406	"1,4,5"	Y1Z	1
CSFB 2004-6	1B406	2	Y10	8
CSFB 2004-6	1B406	"2,3"	Y10	1
CSFB 2004-6	1B406	3	Y11	9
CSFB 2004-6	1B406	4	Y12	20
CSFB 2004-6	1B406	5	Y13	8
CSFB 2004-7	1B407	1	Y14	14
CSFB 2004-7	1B407	"1,2"	Y14	2
CSFB 2004-7	1B407	2	Y15	15
CSFB 2004-7	1B407	3	Y16	9
CSFB 2004-7	1B407	"3,4,5"	Y16	1
CSFB 2004-7	1B407	"3,4,5,6"	Y16	1
CSFB 2004-7	1B407	4	Y17	9
CSFB 2004-7	1B407	5	Y18	9
CSFB 2004-7	1B407	6	Y19	8
CSFB 2004-8	1B408	1	Y2A	17
CSFB 2004-8	1B408	"1,3,4,6,8"	Y2A	1
CSFB 2004-8	1B408	"1,3,8"	Y2A	1
CSFB 2004-8	1B408	2	Y2B	7
CSFB 2004-8	1B408	"2,5,7"	Y2B	2
CSFB 2004-8	1B408	3	Y2C	13
CSFB 2004-8	1B408	4	Y2D	16
CSFB 2004-8	1B408	5	Y2E	10
CSFB 2004-8	1B408	6	Y2F	9
CSFB 2004-8	1B408	7	Y2G	9
CSFB 2004-8	1B408	8	Y2H	15
CSFB 2004-AR1	CS4A1	1	LZA	10
CSFB 2004-AR1	CS4A1	2	LZB	7
CSFB 2004-AR1	CS4A1	3	LZC	7
CSFB 2004-AR1	CS4A1	4	LZD	7
CSFB 2004-AR1	CS4A1	5	LZE	7
CSFB 2004-AR1	CS4A1	6	LZF	6
CSFB 2004-AR2	CS4A2	1	LZG	9
CSFB 2004-AR2	CS4A2	2	LZH	7
CSFB 2004-AR2	CS4A2	3	LZI	7
CSFB 2004-AR2	CS4A2	4	LZJ	7
CSFB 2004-AR2	CS4A2	5	LZK	7
CSFB 2004-AR2	CS4A2	6	LZL	8
CSFB 2004-AR3	CS4A3	1	LZM	10
CSFB 2004-AR3	CS4A3	2	LZN	8
CSFB 2004-AR3	CS4A3	3	LZO	8
CSFB 2004-AR3	CS4A3	4	LZP	7
CSFB 2004-AR3	CS4A3	5	LZQ	7
CSFB 2004-AR3	CS4A3	6A	LZR	4
CSFB 2004-AR3	CS4A3	6B	LZS	6
CSFB 2004-AR4	CS4A4	1	LZT	10
CSFB 2004-AR4	CS4A4	2	LZU	9
CSFB 2004-AR4	CS4A4	3	LZV	7
CSFB 2004-AR4	CS4A4	4	LZW	7
CSFB 2004-AR4	CS4A4	5	LZX	5
CSFB 2004-AR4	CS4A4	6	LZY	8
CSFB 2004-AR5	CS4A5	1	LZZ	9
CSFB 2004-AR5	CS4A5	10	L0E	8
CSFB 2004-AR5	CS4A5	11	L0G	4
CSFB 2004-AR5	CS4A5	11	L0F	4
CSFB 2004-AR5	CS4A5	11A	L0F	1
CSFB 2004-AR5	CS4A5	11B	L0G	1
CSFB 2004-AR5	CS4A5	2	LZ0	9
CSFB 2004-AR5	CS4A5	"2,9"	LZ0	1
CSFB 2004-AR5	CS4A5	3	LZ7	7
CSFB 2004-AR5	CS4A5	4	LZ8	7
CSFB 2004-AR5	CS4A5	5	LZ9	7
CSFB 2004-AR5	CS4A5	6	L0A	7
CSFB 2004-AR5	CS4A5	7	L0B	10
CSFB 2004-AR5	CS4A5	8	L0C	7
CSFB 2004-AR5	CS4A5	9	L0D	9
CSFB 2004-AR6	CS4A6	1	L0H	10
CSFB 2004-AR6	CS4A6	2	L0I	8
CSFB 2004-AR6	CS4A6	3	L0J	8
CSFB 2004-AR6	CS4A6	4	L0K	8
CSFB 2004-AR6	CS4A6	5	L0L	9
CSFB 2004-AR6	CS4A6	6	L0M	8
CSFB 2004-AR6	CS4A6	7	L0N	8
CSFB 2004-AR6	CS4A6	8	L0O	8
CSFB 2004-AR6	CS4A6	9	L0P	4
CSFB 2004-AR6	CS4A6	9	L0Q	4
CSFB 2004-AR6	CS4A6	9A	L0P	1
CSFB 2004-AR6	CS4A6	9B	L0Q	3
CSFB 2004-AR7	CS4A7	1	L0R	10
CSFB 2004-AR7	CS4A7	2	L0S	8
CSFB 2004-AR7	CS4A7	3	L0T	8
CSFB 2004-AR7	CS4A7	4	L0U	8
CSFB 2004-AR7	CS4A7	5	L0V	8
CSFB 2004-AR7	CS4A7	6	L0X	5
CSFB 2004-AR7	CS4A7	6	L0W	5
CSFB 2004-AR7	CS4A7	6A	L0W	1
CSFB 2004-AR7	CS4A7	6B	L0X	4
CSFB 2004-AR8	CS4A8	1	L1A	10
CSFB 2004-AR8	CS4A8	2	L1B	8
CSFB 2004-AR8	CS4A8	3	L1C	8
CSFB 2004-AR8	CS4A8	4	L1D	8
CSFB 2004-AR8	CS4A8	5	L1E	8
CSFB 2004-AR8	CS4A8	6	L1F	8
CSFB 2004-AR8	CS4A8	7	L1G	8
CSFB 2004-AR8	CS4A8	8	L1J	5
CSFB 2004-AR8	CS4A8	8	L1H	5
CSFB 2004-AR8	CS4A8	8	L1I	5
CSFB 2004-AR8	CS4A8	8A	L1H	1
CSFB 2004-AR8	CS4A8	8B	L1I	4
CSFB 2004-AR8	CS4A8	8C	L1J	1
CSFB 2004-FRE1	CS4F1	1	L1K	15
CSFB 2004-FRE1	CS4F1	2	L1L	17
CSFB 2005-1	CS501	1	L1M	32
CSFB 2005-1	CS501	2	L1N	15
CSFB 2005-1	CS501	3	L1O	14
CSFB 2005-10	CS510	01	GRT	6
CSFB 2005-10	CS510	02	GRU	8
CSFB 2005-10	CS510	03	GRV	7
CSFB 2005-10	CS510	04	GRW	8
CSFB 2005-10	CS510	05	GRX	9
CSFB 2005-10	CS510	06	GRY	1
CSFB 2005-10	CS510	07	GRZ	8
CSFB 2005-10	CS510	08	GR0	9
CSFB 2005-10	CS510	09	GR1	8
CSFB 2005-10	CS510	1	GRT	3
CSFB 2005-10	CS510	"1,2,7,11,1"	GRT	2
CSFB 2005-10	CS510	10	GR2	13
CSFB 2005-10	CS510	11	GR3	9
CSFB 2005-10	CS510	12	GR4	9
CSFB 2005-10	CS510	2	GRU	1
CSFB 2005-10	CS510	3	GRV	4
CSFB 2005-10	CS510	"3,4,5,6,8"	GRV	1
CSFB 2005-10	CS510	"3,5,9"	GRV	1
CSFB 2005-10	CS510	4	GRW	2
CSFB 2005-10	CS510	"4,10"	GRW	1
CSFB 2005-10	CS510	5	GRX	10
CSFB 2005-10	CS510	6	GRY	21
CSFB 2005-10	CS510	"6,8"	GRY	1
CSFB 2005-10	CS510	7	GRZ	1
CSFB 2005-10	CS510	8	GR0	4
CSFB 2005-10	CS510	9	GR1	1
CSFB 2005-11	CS511	01	0DU	10
CSFB 2005-11	CS511	02	0DV	11
CSFB 2005-11	CS511	03	0DW	11
CSFB 2005-11	CS511	04	0DX	11
CSFB 2005-11	CS511	05	0DY	8
CSFB 2005-11	CS511	06	0DZ	7
CSFB 2005-11	CS511	07	0E0	11
CSFB 2005-11	CS511	08	0E1	10
CSFB 2005-11	CS511	1	0DU	3
CSFB 2005-11	CS511	"1,2,3,4,7"	0DU	1
CSFB 2005-11	CS511	2	0DV	1
CSFB 2005-11	CS511	3	0DW	7
CSFB 2005-11	CS511	4	0DX	1
CSFB 2005-11	CS511	5	0DY	4
CSFB 2005-11	CS511	6	0DZ	8
CSFB 2005-11	CS511	"6,8"	0DZ	1
CSFB 2005-11	CS511	7	0E0	2
CSFB 2005-11	CS511	8	0E1	8
CSFB 2005-12	CS512	01	0GY	8
CSFB 2005-12	CS512	02	0GZ	10
CSFB 2005-12	CS512	03	0H0	10
CSFB 2005-12	CS512	04	0H1	9
CSFB 2005-12	CS512	05	0H2	9
CSFB 2005-12	CS512	06	0H3	10
CSFB 2005-12	CS512	07	0H4	11
CSFB 2005-12	CS512	08	0H5	11
CSFB 2005-12	CS512	1	0GY	3
CSFB 2005-12	CS512	"1,3"	0GY	1
CSFB 2005-12	CS512	2	0GZ	1
CSFB 2005-12	CS512	"2,4,5,7"	0GZ	1
CSFB 2005-12	CS512	3	0H0	1
CSFB 2005-12	CS512	4	0H1	1
CSFB 2005-12	CS512	5	0H2	2
CSFB 2005-12	CS512	6	0H3	2
CSFB 2005-12	CS512	"6,8"	0H3	1
CSFB 2005-12	CS512	7	0H4	1
CSFB 2005-12	CS512	8	0H5	1
CSFB 2005-2	CS502	1	L1Q	20
CSFB 2005-2	CS502	2	L1R	9
CSFB 2005-2	CS502	"2,5,6"	L1R	1
CSFB 2005-2	CS502	3	L1S	9
CSFB 2005-2	CS502	"3,4"	L1S	1
CSFB 2005-2	CS502	4	L1T	11
CSFB 2005-2	CS502	5	L1U	15
CSFB 2005-2	CS502	6	L1V	9
CSFB 2005-3	CS503	1	L1W	8
CSFB 2005-3	CS503	2	L1X	8
CSFB 2005-3	CS503	3	L1Y	41
CSFB 2005-3	CS503	"3,4,5,6,7"	L1Y	1
CSFB 2005-3	CS503	"3,7"	L1Y	1
CSFB 2005-3	CS503	4	L1Z	10
CSFB 2005-3	CS503	"4,5"	L1Z	1
CSFB 2005-3	CS503	5	L14	11
CSFB 2005-3	CS503	6	L15	15
CSFB 2005-3	CS503	7	L16	14
CSFB 2005-4	CS504	1	L17	13
CSFB 2005-4	CS504	2	L18	19
CSFB 2005-4	CS504	3	L19	34
CSFB 2005-5	CS505	1	L10	10
CSFB 2005-5	CS505	"1,5"	L10	2
CSFB 2005-5	CS505	2	L2B	24
CSFB 2005-5	CS505	"2,3,4,6,7"	L2B	1
CSFB 2005-5	CS505	3	L2C	15
CSFB 2005-5	CS505	"3,4,6,7"	L2C	1
CSFB 2005-5	CS505	4	L2D	11
CSFB 2005-5	CS505	5	L2E	10
CSFB 2005-5	CS505	6	L2F	13
CSFB 2005-5	CS505	7	L2G	10
CSFB 2005-6	CS506	1	I45	9
CSFB 2005-6	CS506	2	I46	19
CSFB 2005-6	CS506	3	I47	9
CSFB 2005-6	CS506	"3,4"	I47	1
CSFB 2005-6	CS506	"3,5,6,7,8,"	I47	1
CSFB 2005-6	CS506	4	I48	9
CSFB 2005-6	CS506	5	I49	11
CSFB 2005-6	CS506	6	I4A	10
CSFB 2005-6	CS506	7	I4B	10
CSFB 2005-6	CS506	8	I4C	9
CSFB 2005-6	CS506	"8,9"	I4C	1
CSFB 2005-6	CS506	9	I4D	10
CSFB 2005-7	CS507	1	325	23
CSFB 2005-7	CS507	"1,2"	325	1
CSFB 2005-7	CS507	2	326	15
CSFB 2005-7	CS507	3	327	8
CSFB 2005-7	CS507	"3,4,5,6"	327	1
CSFB 2005-7	CS507	"3,5"	327	1
CSFB 2005-7	CS507	4	328	11
CSFB 2005-7	CS507	5	329	10
CSFB 2005-7	CS507	6	32A	9
CSFB 2005-8	CS508	1	GK2	13
CSFB 2005-8	CS508	"1,4,5,7,8"	GK2	1
CSFB 2005-8	CS508	2	GK3	9
CSFB 2005-8	CS508	"2,3,6,9"	GK3	1
CSFB 2005-8	CS508	3	GK4	30
CSFB 2005-8	CS508	4	GK5	9
CSFB 2005-8	CS508	5	GK6	10
CSFB 2005-8	CS508	6	GK7	9
CSFB 2005-8	CS508	7	GK8	9
CSFB 2005-8	CS508	8	GK9	9
CSFB 2005-8	CS508	9	GKA	23
CSFB 2005-9	CS509	1	GQU	14
CSFB 2005-9	CS509	"1,2"	GQU	1
CSFB 2005-9	CS509	"1,4,5"	GQU	1
CSFB 2005-9	CS509	2	GQV	9
CSFB 2005-9	CS509	3	GQW	9
CSFB 2005-9	CS509	"3,5"	GQW	1
CSFB 2005-9	CS509	4	GQX	12
CSFB 2005-9	CS509	5	GQY	20
CSMC 2006-1	CS601	01	0IZ	7
CSMC 2006-1	CS601	02	0J0	7
CSMC 2006-1	CS601	03	0J1	6
CSMC 2006-1	CS601	04	0J2	6
CSMC 2006-1	CS601	05	0J3	7
CSMC 2006-1	CS601	1	0IZ	9
CSMC 2006-1	CS601	2	0J0	2
CSMC 2006-1	CS601	3	0J1	21
CSMC 2006-1	CS601	4	0J2	14
CSMC 2006-1	CS601	5	0J3	2
CSMC 2006-2	CS602	01	0LB	7
CSMC 2006-2	CS602	02	0LC	6
CSMC 2006-2	CS602	03	0LD	8
CSMC 2006-2	CS602	04	0LE	9
CSMC 2006-2	CS602	05	0LF	9
CSMC 2006-2	CS602	06	0LG	7
CSMC 2006-2	CS602	1	0LB	4
CSMC 2006-2	CS602	"1,3,5"	0LB	1
CSMC 2006-2	CS602	"1,4,5"	0LB	1
CSMC 2006-2	CS602	2	0LC	5
CSMC 2006-2	CS602	"2,4,6"	0LC	1
CSMC 2006-2	CS602	3	0LD	2
CSMC 2006-2	CS602	4	0LE	11
CSMC 2006-2	CS602	5	0LF	7
CSMC 2006-2	CS602	6	0LG	9
CSMC 2006-3	CS603	02	A7V	6
CSMC 2006-3	CS603	03	A7W	7
CSMC 2006-3	CS603	04	A7X	7
CSMC 2006-3	CS603	05	A7Y	8
CSMC 2006-3	CS603	1	A7U	11
CSMC 2006-3	CS603	2	A7V	16
CSMC 2006-3	CS603	"2,3,4,5"	A7V	1
CSMC 2006-3	CS603	3	A7W	1
CSMC 2006-3	CS603	4	A7X	5
CSMC 2006-3	CS603	"4,5"	A7X	1
CSMC 2006-3	CS603	5	A7Y	9
CSMC 2006-4	CS604	01	AHL	10
CSMC 2006-4	CS604	02	AHM	12
CSMC 2006-4	CS604	03	AHN	12
CSMC 2006-4	CS604	04	AHO	12
CSMC 2006-4	CS604	05	AHP	6
CSMC 2006-4	CS604	06	AHQ	8
CSMC 2006-4	CS604	07	AHR	8
CSMC 2006-4	CS604	08	AHS	11
CSMC 2006-4	CS604	09	AHT	11
CSMC 2006-4	CS604	1	AHL	15
CSMC 2006-4	CS604	"1,2,3,4,6,"	AHL	1
CSMC 2006-4	CS604	"1,2,3,4,8,"	AHL	1
CSMC 2006-4	CS604	10	AHU	14
CSMC 2006-4	CS604	2	AHM	1
CSMC 2006-4	CS604	3	AHN	2
CSMC 2006-4	CS604	4	AHO	1
CSMC 2006-4	CS604	5	AHP	1
CSMC 2006-4	CS604	"5,6,7"	AHP	1
CSMC 2006-4	CS604	"5,7"	AHP	1
CSMC 2006-4	CS604	6	AHQ	2
CSMC 2006-4	CS604	7	AHR	1
CSMC 2006-4	CS604	8	AHS	1
CSMC 2006-4	CS604	9	AHT	1
CSMC 2006-5	CS605	1	AI7	14
CSMC 2006-5	CS605	2	AI8	12
CSMC 2006-5	CS605	3	AI9	18
CSMC 2006-6	CS606	1	AJ7	23
CSMC 2006-6	CS606	2	AJ8	15
CSMC 2006-6	CS606	3	AJ9	11
CSMC 2006-7	CS607	1	CJU	38
CSMC 2006-7	CS607	2	CJV	40
CSMC 2006-7	CS607	3	CJW	23
CSMC 2006-7	CS607	4	CJX	14
CSMC 2006-8	CS608	1	CJE	38
CSMC 2006-8	CS608	2	CJF	8
CSMC 2006-9	CS609	1	CJM	12
CSMC 2006-9	CS609	2	CJN	25
CSMC 2006-9	CS609	"2,3"	CJN	1
CSMC 2007-1	CS701	1	CL9	22
CSMC 2007-1	CS701	2	167	3
CSMC 2007-1	CS701	3	168	18
CSMC 2007-2	CS702	1	183	28
CSMC 2007-2	CS702	2	184	13
CSMC 2007-3	CS703	1	LD7	18
CSMC 2007-3	CS703	2	LD8	26
CSMC 2007-3	CS703	3	LD9	12
CSMC 2007-3	CS703	4	LE4	22
CSMC 2007-4	CS704	1	518	37
CSMC 2007-4	CS704	"1,3"	518	1
CSMC 2007-4	CS704	2	519	12
CSMC 2007-5	CS705	1	870	24
CSMC 2007-5	CS705	2	871	8
CSMC 2007-5	CS705	3	872	6
CSMC 2007-5	CS705	4	873	5
CSMC 2007-6	CS706	0	0WY	19
CSMC 2007-7	CS707	1	2AI	14
CSMC 2007-7	CS707	2	2AJ	13
CSMC 2007-7	CS707	3	2AK	6
CSMC 2007-NC1	CS7N1	1	980	13
CSMC 2007-NC1	CS7N1	2	981	14
CWALN 2005-IM1N	CA5I1	0	CKP	12
CWALT 1997-1	CA701	0		9
CWALT 1998-1	CA801	0		10
CWALT 1998-2	CA802	0		10
CWALT 1998-3	CA803	0		10
CWALT 1998-4	CA804	1	CFC	2
CWALT 1998-4	CA804	2	CFE	5
CWALT 1999-1	CW906	0		18
CWALT 1999-2	CW913	0		10
CWALT 2000-1	CW004	0		14
CWALT 2001-1	CW015	0		14
CWALT 2001-10	CAL10	0		20
CWALT 2001-11	CAL11	0		16
CWALT 2001-12	CALAA	0		15
CWALT 2001-13	CALAB	0		23
CWALT 2001-2	CAL12	0		10
CWALT 2001-3	CAL13	0		19
CWALT 2001-4	CAL14	0		19
CWALT 2001-5	CAL15	0		12
CWALT 2001-6	CAL16	0		16
CWALT 2001-7	CAL17	0		22
CWALT 2001-8	CAL18	0		12
CWALT 2001-9	CAL19	0		18
CWALT 2002-10	CW215	0		21
CWALT 2002-11	CW217	3	CYN	18
CWALT 2002-12	CW220	2	RD1	16
CWALT 2002-13	CW223	3	SU8	22
CWALT 2002-14	CW224	0	SU9	15
CWALT 2002-15CB	CW228	2	SUG	10
CWALT 2002-16	CW229	0	SUQ	16
CWALT 2002-17	CW233	2	SUX	25
CWALT 2002-18	CW237	3	SW2	41
CWALT 2002-2	CW202	0		22
CWALT 2002-3	CW204	0		20
CWALT 2002-4	CW206	0		21
CWALT 2002-5	CW208	0		18
CWALT 2002-6	CW210	0		17
CWALT 2002-7	CW211	1	CYI	17
CWALT 2002-7	CW211	3	CYJ	19
CWALT 2002-8	CW213	0	CYK	19
CWALT 2002-9	CW214	0		16
CWALT 2003-10CB	CW318	2	SYZ	8
CWALT 2003-10CB	CW318	4	SYY	9
CWALT 2003-11T1	CW325	3	SZA	12
CWALT 2003-12CB	CW330	1	SZF	9
CWALT 2003-12CB	CW330	2	SZG	8
CWALT 2003-13T1	CW331	3	SZI	23
CWALT 2003-14T1	CW332	3	SZJ	19
CWALT 2003-15T2	CW333	3	SZK	21
CWALT 2003-16T1	CW336	2	SZS	13
CWALT 2003-17T2	CW338	3	SZT	9
CWALT 2003-18CB	CW345	4	SZU	9
CWALT 2003-18CB	CW345	4	SZV	8
CWALT 2003-19CB	CW347	1	SZX	9
CWALT 2003-19CB	CW347	2	SZZ	7
CWALT 2003-19CB	CW347	3	YYY	9
CWALT 2003-1T1	CW305	3	SWQ	22
CWALT 2003-20CB	CW351	1	YYZ	12
CWALT 2003-20CB	CW351	2	YY1	7
CWALT 2003-20CB	CW351	3	YY2	7
CWALT 2003-21T1	CW355	2	YY3	16
CWALT 2003-22CB	CW359	7	YYG	7
CWALT 2003-22CB	CW359	8	YYH	7
CWALT 2003-22CB	CW359	9	YYF	9
CWALT 2003-23T2		0		12
CWALT 2003-2CB	CW306	1	SWL	9
CWALT 2003-2CB	CW306	2	SWN	8
CWALT 2003-3T1	CW309	2	SYR	18
CWALT 2003-4CB	CW31C	1	SWR	9
CWALT 2003-4CB	CW31C	2	SX0	10
CWALT 2003-5T2	CW31D	3	SYS	16
CWALT 2003-6T2	CW316	3	SYX	15
CWALT 2003-7T1	CW317	4	SYT	13
CWALT 2003-8CB	CW319	1	TX9	9
CWALT 2003-8CB	CW319	2	TXA	7
CWALT 2003-9T1	CW322	3	SZ9	15
CWALT 2003-J1	C3J11	1	TY0	16
CWALT 2003-J1	C3J11	2	TY1	10
CWALT 2003-J1	C3J11	3	TY2	10
CWALT 2003-J1	C3J11	4	TY3	7
CWALT 2003-J2	C3J12	0	TYJ	10
CWALT 2003-J3	C3J13	NULL	TYQ	12
